Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
An employee was performing maintenance on the RF generator portion of a beam press. The employee contacted a live electrical conductor and electricity entered the employee's flashlight and exited the employee's foot. The employee was hospitalized for electric shock.,1,OSHA_SIR,Others,Employee,Uncategorized
"During the activation of a sodium sulphide pump, the piping was uncoupled and the sulfide solution was designed in the area to reach the maid. Immediately she made use of the emergency shower and was directed to the ambulatory doctor and later to the hospital. Note: of sulphide solution = 48 grams / liter.",1,IHM_Stefanini,Others,Employee,Energy Isolation
"An employee tripped over a cement bag and fell to the ground, bruising his knee and scraping his left elbow.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:45 p.m. on December 12, 2016, a warehouse associate stumbled on an uneven floor tile in the walkway but recovered balance without falling. No injury resulted. The tile was reported to facilities and repaired the following day. The employee continued their assigned duties without restriction.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At approximately 8:44 p.m. on March 4, 2016, Employee #1, a police officer, was responding to a call for a medical emergency driving his vehicle.  He observed the vehicle needing assistance heading in the opposite direction. He pulled over and started to make a U-turn and was struck in the drivers door by an ambulance.  Employee #1 received multiple blunt force trauma injuries and died.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 2:45 p.m. on August 17, 2016, a maintenance technician found an empty cable reel left in a walkway during a routine housekeeping round. The reel was removed to the storage yard. No one was injured. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on October 26, 2016, a housekeeping attendant reported that a fire extinguisher inspection tag was overdue by three days. The extinguisher was inspected and re-tagged. It remained fully charged throughout. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on June 8, 2017, an office assistant noticed that a fluorescent light fitting in the corridor was flickering intermittently. The observation was logged and maintenance replaced the tube the same day. No injury occurred. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 11:30 a.m. on July 4, 2015, an employee was installing truss on a roof 34 feet from the ground and climbed down for a drink of water.  When he returned to the roofline, the employee did not reconnect his harness to the lanyard and fell over the side of the building.  The employee was killed upon impact with the ground.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 5:05 p.m. on November 8, 2017, an employee was struck against the edge of an open drawer while turning around at the workstation. A small bruise formed on the thigh. First aid was applied and no further treatment was needed. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 5:05 p.m. on November 12, 2016, a workshop helper felt mild discomfort in the lower back after repeatedly bending to pick up small fittings from a low shelf. The employee rested briefly, reported the ergonomic concern, and resumed light duties. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on March 3, 2016, a maintenance technician was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"While an employee was installing a door opener, the limit switch chain engaged and amputated his fingertip.",1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was in an aerial lift to access a roof where bolts needed to be tightened. They exited the aerial lift with an electric torque gun and used it to tighten the first bolt when their left ring finger was pinched between the torque gun arm and the roofing structure, resulting in a fingertip amputation.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 2:00 p.m. on April 20, 2017, an employee was looking for a container he was trying to pick up from the port of Houston. The employee was struck by a gantry crane and the employee's leg was amputated. The employee was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
The employee reports that upon initiating 615 RLC front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,0,IHM_Stefanini,Others,Employee,Uncategorized
"An employee was cutting bands away from wood stacks. The employee tripped on the bands and fell to the floor, suffering a broken hip.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 10:30 a.m. on June 26, 2016, a workshop helper was struck on the forearm by a lightweight empty cardboard box that shifted from a shelf at waist height. No injury was sustained. The shelf stacking arrangement was corrected. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 4:35 p.m. on December 8, 2017, an operator received a shallow cut on the index finger while opening a carton with a safety knife. The cut did not require stitches. It was cleaned and dressed at the first aid post. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was walking on a roof when they fell 17 feet through an unguarded skylight to the ground below. The employee was hospitalized with a fractured elbow.,1,OSHA_SIR,Others,Employee,Uncategorized
"At 6:00 p.m. on August 31, 2015, an employee driving a dump truck rolled over and was killed.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 3:10 p.m. on November 26, 2017, an office assistant was descending the last two steps of a three-step stepladder when a foot slipped off the tread. The employee landed upright on the floor from a height of under half a metre and was uninjured. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 12:30 p.m. on March 24, 2016, an employee was unloading 5 gallon paint buckets from a basket that was boomed up to the fifth level balcony via a JCB rough terrain forklift.  The employee fell 50 feet and struck his head on the ground when the elevated work platform he was working on became unstable and rotated.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At approximately 5:30 p.m. on March 23, 2017, an employee was working on a construction site where building renovation was taking place at multiple high rise office buildings.  A subcontractor was installing ceramic tiles for the general contractor, who was in charge of renovating the buildings located in the business plaza. The employee was using a steel drywall cart to move the ceramic tiles that measured approximately 5-ft by 10-ft from the truck to the location of the job site and then inside the building where they were to be installed. As he started to move the cart of tiles from the loading dock, the caster got caught in the dock leveler and the tiles fell onto the employees leg.  The tiles being transported via cart were not secured while they were being moved. The employees leg was fractured for which he was hospitalized.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
